rowid,qc_ind,stno,time,latitude,latitude_1,latitude_2,longitude,longitude_1,longitude_2,airpressure,airpressure_1,airpressure_2,airtemp,airtemp_1,airtemp_2,conductivity_16,hm0,hm0a,hm0b,hmax,humidity,humidity_1,humidity_2,mdir,mdira,mdirb,s1mean,salinity_16,seatemp_16,seatemp_aa,seatemp_aa_1,seatemp_aa_2,sprtp,thhf,thmax,thtp,tm01,tm02,tm02a,tm02b,tp,ts,winddir,winddir_1,winddir_2,windgust,windgust_1,windgust_2,windsp,windsp_1,windsp_2,source_file
1,1,62095,2025-01-01 00:00:00,,53.0354,53.03387,,-15.87985,-15.8815,1007.727,1007.727,1007.678,8.45703,8.45703,8.4082,,4.9219,,,9.0625,56.73828,56.73828,56.83594,322.0313,,,,,,12.37061,12.37061,12.36511,,,,,,,,,11.1328,,307.6172,307.6172,306.9141,,33.14406,34.62473,24.94347,24.94347,22.89332,2025_62095_zzqc_fugrobuoy.csv
1,1,62095,2025-01-01 01:00:00,,53.03387,53.03372,,-15.8815,-15.88205,1007.935,1007.935,1007.947,8.31055,8.31055,8.35938,,5.2734,,,7.6563,61.81641,61.81641,61.23047,322.0313,,,,,,12.36511,12.36511,12.36694,,,,,,,,,11.7188,,300.2344,300.2344,300.5859,,32.00509,31.8912,24.48789,24.48789,22.32385,2025_62095_zzqc_fugrobuoy.csv
1,1,62095,2025-01-01 02:00:00,,53.03372,53.03433,,-15.88205,-15.88177,1008.313,1008.313,1008.276,7.57813,7.57813,7.5293,,5.0391,,,8.4375,61.71875,61.71875,62.30469,330.4688,,,,,,12.35596,12.35596,12.35413,,,,,,,,,9.9609,,286.1719,286.1719,289.6875,,30.18273,29.95495,21.29876,21.29876,19.70421,2025_62095_zzqc_fugrobuoy.csv
1,1,62095,2025-01-01 03:00:00,,53.03433,53.03555,,-15.88177,-15.88068,1008.289,1008.289,1008.228,7.72461,7.72461,8.01758,,4.8047,,,7.6563,59.96094,59.96094,60.54688,327.6563,,,,,,12.33948,12.33948,12.34863,,,,,,,,,11.1328,,299.8828,299.8828,300.9375,,34.62473,32.68848,24.71567,24.71567,22.66554,2025_62095_zzqc_fugrobuoy.csv
1,1,62095,2025-01-01 04:00:00,,53.03555,53.03815,,-15.88068,-15.8782,1008.289,1008.289,1008.252,8.60352,8.60352,8.26172,,4.6875,,,8.125,61.71875,61.71875,62.10938,338.9063,,,,,,12.36328,12.36328,12.35596,,,,,,,,,10.5469,,286.1719,286.1719,287.2266,,32.23288,34.16915,21.98214,21.98214,21.64045,2025_62095_zzqc_fugrobuoy.csv
1,1,62095,2025-01-01 05:00:00,,53.03815,53.04044,,-15.8782,-15.87656,1008.411,1008.411,1008.337,8.4082,8.4082,8.31055,,4.9219,,,7.8125,60.05859,60.05859,61.03516,345.9375,,,,,,12.33398,12.33398,12.33765,,,,,,,,,13.3594,,299.5312,299.5312,299.8828,,29.61326,29.72715,22.77943,22.77943,21.29876,2025_62095_zzqc_fugrobuoy.csv
1,1,62095,2025-01-01 06:00:00,,53.04044,53.04196,,-15.87656,-15.87573,1008.618,1008.618,1008.545,8.21289,8.21289,8.26172,,4.3359,,,6.875,70.50781,70.50781,70.99609,344.5313,,,,,,12.36877,12.36877,12.3468,,,,,,,,,14.2969,,296.3672,296.3672,297.4219,,31.6634,30.75222,23.80449,23.80449,21.29876,2025_62095_zzqc_fugrobuoy.csv
1,1,62095,2025-01-01 07:00:00,,53.04196,53.04257,,-15.87573,-15.87518,1009.021,1009.021,1008.948,7.91992,7.91992,7.5293,,4.3359,,,6.7188,78.125,78.125,77.83203,341.7188,,,,,,12.38708,12.38708,12.37976,,,,,,,,,13.3594,,294.6094,294.6094,294.6094,,32.80238,31.6634,22.55163,22.55163,21.86825,2025_62095_zzqc_fugrobuoy.csv
1,1,62095,2025-01-01 08:00:00,,53.04257,53.0415,,-15.87518,-15.87683,1010.242,1010.242,1010.181,6.55273,6.55273,6.60156,,4.4531,,,7.9688,78.61328,78.61328,78.90625,,,,,,,12.4054,12.4054,12.40723,,,,,,,,,13.3594,,,3.86719,0.70313,,26.31025,26.08245,19.47641,19.47641,17.99574,2025_62095_zzqc_fugrobuoy.csv
1,1,62095,2025-01-01 09:00:00,,53.0415,53.03937,,-15.87683,-15.8793,1011.096,1011.096,1011.047,7.82227,7.82227,6.69922,,3.9844,,,7.6563,82.61719,82.61719,82.71484,340.3125,,,,,,12.43286,12.43286,12.40906,,,,,,,,,10.5469,,2.8125,2.8125,359.6484,,26.99362,29.04378,13.09817,13.09817,12.52868,2025_62095_zzqc_fugrobuoy.csv
