rowid,qc_ind,stno,time,latitude,latitude_1,latitude_2,longitude,longitude_1,longitude_2,airpressure,airpressure_1,airpressure_2,airtemp,airtemp_1,airtemp_2,conductivity_16,hm0,hm0a,hm0b,hmax,humidity,humidity_1,humidity_2,mdir,mdira,mdirb,s1mean,salinity_16,seatemp_16,seatemp_aa,seatemp_aa_1,seatemp_aa_2,sprtp,thhf,thmax,thtp,tm01,tm02,tm02a,tm02b,tp,ts,winddir,winddir_1,winddir_2,windgust,windgust_1,windgust_2,windsp,windsp_1,windsp_2,source_file
1,1,62091,2025-02-24 10:00:00,,53.46768,53.46738,,-5.4162,-5.4162,1005.432,1005.432,1005.444,9.62891,9.62891,9.23828,,1.7578,,,2.6563,78.32031,78.32031,77.34375,194.0625,,,,,,8.98498,8.98498,8.97583,,,,,,,,,10.5469,,234.4922,234.4922,229.2187,,18.22354,18.10965,13.78155,13.78155,13.89545,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 11:00:00,,53.46738,53.46722,,-5.4162,-5.41592,1005.859,1005.859,1005.872,9.38477,9.38477,9.04297,,1.6406,,,2.5,81.83594,81.83594,81.15234,194.0625,,,,,,8.98498,8.98498,8.97949,,,,,,,,,20.0391,,225.0,225.0,218.3203,,21.18487,21.52656,17.08456,17.08456,16.62899,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 12:00:00,,53.46722,53.46722,,-5.41592,-5.4162,1006.36,1006.36,1006.36,9.38477,9.38477,9.04297,,1.5234,,,2.1875,84.08203,84.08203,83.78906,192.6563,,,,,,8.98132,8.98132,8.974,,,,,,,,,20.0391,,218.3203,218.3203,210.5859,,17.65405,16.97067,13.89545,13.89545,13.21208,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 13:00:00,,53.46722,53.46722,,-5.4162,-5.4162,1006.396,1006.396,1006.421,9.53125,9.53125,9.23828,,1.4063,,,2.3438,83.49609,83.49609,83.20313,191.25,,,,,,8.98682,8.98682,8.98498,,,,,,,,,20.0391,,210.5859,210.5859,203.5547,,16.85678,15.8317,12.41479,12.41479,11.95919,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 14:00:00,,53.46722,53.46722,,-5.4162,-5.4162,1005.981,1005.981,1005.981,9.67773,9.67773,9.33594,,1.2891,,,1.875,82.51953,82.51953,82.51953,187.0313,,,,,,9.12415,9.12415,9.07288,,,,,,,,,16.6406,,207.0703,207.0703,198.6328,,20.84318,19.8181,16.40119,16.40119,15.71781,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 15:00:00,,53.46722,53.46738,,-5.4162,-5.41592,1005.469,1005.469,1005.469,9.58008,9.58008,9.28711,,1.5234,,,2.1875,86.32813,86.32813,85.9375,192.6563,,,,,,9.13513,9.13513,9.11316,,,,,,,,,18.1641,,193.7109,193.7109,192.6562,,20.95707,20.27369,15.71781,15.71781,16.0595,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 16:00:00,,53.46738,53.46753,,-5.41592,-5.41592,1005.334,1005.334,1005.334,9.87305,9.87305,9.58008,,1.6406,,,2.8125,82.22656,82.22656,81.44531,188.4375,,,,,,9.12415,9.12415,9.11133,,,,,,,,,18.1641,,208.8281,208.8281,207.0703,,25.62685,24.94347,19.70421,19.70421,20.38758,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 17:00:00,,53.46753,53.46768,,-5.41592,-5.41592,1005.75,1005.75,1005.774,7.62695,7.62695,7.08984,,1.6406,,,2.6563,88.76953,88.76953,87.89063,201.0938,,,,,,9.104,9.104,9.10584,,,,,,,,,16.6406,,230.625,230.625,227.1094,,21.18487,21.75436,14.46494,14.46494,14.80663,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 18:00:00,,53.46768,53.46783,,-5.41592,-5.4162,1005.603,1005.603,1005.603,8.79883,8.79883,8.45703,,1.7578,,,2.6563,78.80859,78.80859,77.44141,198.2813,,,,,,9.06006,9.06006,9.06921,,,,,,,,,16.6406,,226.0547,226.0547,225.7031,,21.75436,22.20994,16.17339,16.17339,17.31236,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 19:00:00,,53.46783,53.46783,,-5.4162,-5.4162,1005.994,1005.994,1006.006,8.79883,8.79883,8.50586,,1.6406,,,2.5,79.98047,79.98047,78.71094,202.5,,,,,,8.97583,8.97583,8.974,,,,,,,,,9.9609,,230.625,230.625,230.625,,19.932,20.84318,15.26221,15.26221,16.51508,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 20:00:00,,53.46783,53.46783,,-5.4162,-5.4162,1006.665,1006.665,1006.653,8.50586,8.50586,8.35938,,1.7578,,,2.6563,83.39844,83.39844,82.51953,198.2813,,,,,,8.99414,8.99414,8.98682,,,,,,,,,5.5078,,211.9922,211.9922,212.6953,,21.41267,21.07096,17.19847,17.19847,18.10965,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 21:00:00,,53.46783,53.46768,,-5.4162,-5.41592,1007.08,1007.08,1007.092,8.70117,8.70117,8.50586,,1.6406,,,2.3438,80.76172,80.76172,79.78516,196.875,,,,,,8.9978,8.9978,8.99048,,,,,,,,,5.2734,,240.8203,240.8203,238.3594,,20.15978,19.59032,14.12325,14.12325,15.03443,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 22:00:00,,53.46768,53.46753,,-5.41592,-5.41592,1007.703,1007.703,1007.715,8.75,8.75,8.50586,,1.5234,,,2.3438,70.11719,70.11719,68.65234,198.2813,,,,,,8.98132,8.98132,8.98682,,,,,,,,,8.3203,,243.9844,243.9844,239.0625,,22.20994,21.98214,16.51508,16.51508,16.74288,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-24 23:00:00,,53.46753,53.46738,,-5.41592,-5.41592,1008.191,1008.191,1008.191,8.70117,8.70117,8.4082,,1.5234,,,2.1875,69.53125,69.53125,68.26172,192.6563,,,,,,8.96851,8.96851,8.96668,,,,,,,,,10.5469,,240.4688,240.4688,230.2734,,20.61538,20.72927,16.97067,16.97067,16.62899,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-25 00:00:00,,53.46738,53.46722,,-5.41592,-5.41592,1008.167,1008.167,1008.167,8.35938,8.35938,7.96875,,1.4063,,,2.1875,76.85547,76.85547,76.07422,196.875,,,,,,8.96484,8.96484,8.96118,,,,,,,,,9.9609,,233.4375,233.4375,226.7578,,18.22354,17.08456,14.00934,14.00934,13.43986,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-25 01:00:00,,53.46722,53.46707,,-5.41592,-5.41592,1008.313,1008.313,1008.337,8.31055,8.31055,8.06641,,1.2891,,,2.0313,71.19141,71.19141,70.11719,202.5,,,,,,8.98498,8.98498,8.98682,,,,,,,,,11.1328,,259.4531,259.4531,253.125,,25.17127,23.80449,17.65405,17.65405,17.31236,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-25 02:00:00,,53.46707,53.46707,,-5.41592,-5.41592,1008.313,1008.313,1008.289,8.16406,8.16406,7.87109,,1.2891,,,2.0313,71.77734,71.77734,70.60547,206.7188,,,,,,8.88794,8.88794,8.9154,,,,,,,,,10.5469,,255.5859,255.5859,247.8516,,25.74076,24.1462,20.27369,20.27369,19.59032,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-25 03:00:00,,53.46707,53.46722,,-5.41592,-5.41592,1008.569,1008.569,1008.582,7.82227,7.82227,7.62695,,1.2891,,,2.1875,75.29297,75.29297,74.41406,209.5313,,,,,,8.83118,8.83118,8.84399,,,,,,,,,4.3359,,256.6406,256.6406,249.6094,,26.08245,26.53802,20.72927,20.72927,20.15978,2025_62091_zzqc_fugrobuoy.csv
1,1,62091,2025-02-25 04:00:00,,53.46722,53.46738,,-5.41592,-5.41592,1008.728,1008.728,1008.667,7.72461,7.72461,7.57813,,1.4063,,,2.0313,77.83203,77.83203,76.95313,215.1563,,,,,,8.80371,8.80371,8.80554,,,,,,,,,4.3359,,260.5078,260.5078,256.6406,,25.62685,25.51296,19.02083,19.02083,19.24861,2025_62091_zzqc_fugrobuoy.csv
