rowid,qc_ind,stno,time,latitude,latitude_1,latitude_2,longitude,longitude_1,longitude_2,airpressure,airpressure_1,airpressure_2,airtemp,airtemp_1,airtemp_2,conductivity_16,hm0,hm0a,hm0b,hmax,humidity,humidity_1,humidity_2,mdir,mdira,mdirb,s1mean,salinity_16,seatemp_16,seatemp_aa,seatemp_aa_1,seatemp_aa_2,sprtp,thhf,thmax,thtp,tm01,tm02,tm02a,tm02b,tp,ts,winddir,winddir_1,winddir_2,windgust,windgust_1,windgust_2,windsp,windsp_1,windsp_2,source_file
1,1,62093,2024-01-01 00:00:00,,55.00272,55.00256,,-10.00052,-10.00052,992.6147,992.6147,992.6025,9.14063,9.14063,9.18945,,4.375,,,6.9141,71.38672,71.38672,71.77734,278.4375,,,,,,10.82336,10.82336,10.82703,,,,,,,,,11.0156,,282.3047,279.1406,282.3047,,29.15767,28.36038,21.29876,17.76796,21.29876,2024_62093_zzqc_fugrobuoy.csv
1,1,62093,2024-01-01 01:00:00,,55.00272,55.00272,,-10.00052,-10.00079,993.0908,993.0908,993.042,8.94531,8.94531,8.94531,,4.0625,,,7.0313,69.92188,69.92188,70.41016,282.6563,,,,,,10.81055,10.81055,10.80872,,,,,,,,,12.5391,,286.5234,279.1406,286.5234,,28.70209,27.79091,21.52656,17.76796,21.52656,2024_62093_zzqc_fugrobuoy.csv
1,1,62093,2024-01-01 02:00:00,,55.00272,55.00272,,-10.00052,-10.00052,993.1519,993.1519,993.2495,8.60352,8.60352,8.65234,,4.8438,,,7.2656,72.65625,72.65625,73.14453,282.6563,,,,,,10.7959,10.7959,10.79041,,,,,,,,,11.9531,,270.3516,273.8672,270.3516,,31.32171,30.29664,21.18487,18.22354,21.18487,2024_62093_zzqc_fugrobuoy.csv
1,1,62093,2024-01-01 03:00:00,,55.00272,55.00272,,-10.00052,-10.00052,993.3716,993.3716,993.335,8.75,8.75,8.79883,,4.5313,,,6.3281,73.33984,73.33984,73.33984,275.625,,,,,,10.78308,10.78308,10.78491,,,,,,,,,11.3672,,283.3594,289.6875,283.3594,,26.42414,25.74076,19.36252,15.37612,19.36252,2024_62093_zzqc_fugrobuoy.csv
1,1,62093,2024-01-01 04:00:00,,55.00272,55.00272,,-10.00024,-10.00052,993.811,993.811,993.8843,8.50586,8.50586,8.55469,,4.2969,,,6.7969,70.99609,70.99609,71.58203,274.2188,,,,,,10.79224,10.79224,10.78125,,,,,,,,,11.0156,,277.7344,277.0313,277.7344,,27.33531,27.79091,20.50149,16.85678,20.50149,2024_62093_zzqc_fugrobuoy.csv
1,1,62093,2024-01-01 05:00:00,,55.00272,55.00272,,-10.00024,-10.00024,993.5059,993.5059,993.6523,8.50586,8.50586,8.50586,,4.2969,,,6.2109,71.67969,71.67969,71.58203,271.4063,,,,,,10.79956,10.79956,10.79041,,,,,,,,,10.1953,,265.7812,260.8594,265.7812,,26.87973,28.01869,19.13472,15.49001,19.13472,2024_62093_zzqc_fugrobuoy.csv
1,1,62093,2024-01-01 06:00:00,,55.00272,55.00272,,-10.00024,-10.00024,993.7134,993.7134,993.7256,8.31055,8.31055,8.35938,,3.9844,,,5.7422,72.46094,72.46094,72.46094,270.0,,,,,,10.81055,10.81055,10.80688,,,,,,,,,9.375,,245.7422,236.9531,245.7422,,26.76583,27.10751,18.67914,15.6039,18.67914,2024_62093_zzqc_fugrobuoy.csv
1,1,62093,2024-01-01 07:00:00,,55.00272,55.00272,,-10.00024,-10.00024,993.6523,993.6523,993.6401,8.50586,8.50586,8.55469,,3.9063,,,4.6875,72.46094,72.46094,72.46094,267.1875,,,,,,10.81787,10.81787,10.81055,,,,,,,,,10.7813,,267.1875,262.6172,267.1875,,23.4628,23.80449,18.67914,15.49001,18.67914,2024_62093_zzqc_fugrobuoy.csv
1,1,62093,2024-01-01 08:00:00,,55.00272,55.00272,,-10.00052,-10.00024,993.4937,993.4937,993.5059,8.21289,8.21289,8.26172,,3.9063,,,5.625,66.11328,66.11328,66.69922,274.2188,,,,,,10.82153,10.82153,10.8197,,,,,,,,,11.4844,,256.9922,256.9922,256.9922,,20.72927,20.61538,14.69272,13.09817,14.69272,2024_62093_zzqc_fugrobuoy.csv
1,1,62093,2024-01-01 09:00:00,,55.00287,55.00272,,-10.00079,-10.00052,993.3228,993.3228,993.3716,8.31055,8.31055,8.35938,,3.9063,,,5.1563,64.84375,64.84375,64.84375,274.2188,,,,,,10.81238,10.81238,10.81787,,,,,,,,,9.6094,,242.5781,239.4141,242.5781,,18.10965,18.56523,13.55377,11.04801,13.55377,2024_62093_zzqc_fugrobuoy.csv
1,1,62093,2024-01-01 10:00:00,,55.00302,55.00287,,-10.00079,-10.00079,992.9443,992.9443,992.9077,8.65234,8.65234,8.70117,,3.9844,,,5.3906,54.58984,54.58984,54.58984,282.6563,,,,,,10.79956,10.79956,10.79773,,,,,,,,,11.25,,226.4063,229.9219,226.4063,,20.61538,20.72927,15.03443,12.98428,15.03443,2024_62093_zzqc_fugrobuoy.csv
