rowid,qc_ind,stno,time,latitude,latitude_1,latitude_2,longitude,longitude_1,longitude_2,airpressure,airpressure_1,airpressure_2,airtemp,airtemp_1,airtemp_2,conductivity_16,hm0,hm0a,hm0b,hmax,humidity,humidity_1,humidity_2,mdir,mdira,mdirb,s1mean,salinity_16,seatemp_16,seatemp_aa,seatemp_aa_1,seatemp_aa_2,sprtp,thhf,thmax,thtp,tm01,tm02,tm02a,tm02b,tp,ts,winddir,winddir_1,winddir_2,windgust,windgust_1,windgust_2,windsp,windsp_1,windsp_2,source_file
1,1,62095,2024-04-24 08:00:00,,53.06989,53.06943,,-15.90237,-15.90045,1022.449,1022.449,1022.424,11.58203,11.58203,11.58203,,1.2891,,,1.875,84.76563,84.76563,84.86328,217.9688,,,,,,12.02637,12.02637,12.03552,,,,,,,,,7.1484,,176.1328,176.1328,169.8047,,12.98428,12.52868,9.909058,9.909058,10.25075,2024_62095_zzqc_fugrobuoy.csv
1,1,62095,2024-04-24 09:00:00,,53.06943,53.06775,,-15.90045,-15.89908,1022.156,1022.156,1022.119,11.72852,11.72852,11.67969,,1.2891,,,2.3438,79.88281,79.88281,79.78516,220.7813,,,,,,12.02271,12.02271,12.0282,,,,,,,,,8.3203,,187.3828,187.3828,187.3828,,11.16192,11.38972,8.883972,8.883972,8.770082,2024_62095_zzqc_fugrobuoy.csv
1,1,62095,2024-04-24 10:00:00,,53.06775,53.06546,,-15.89908,-15.89798,1021.716,1021.716,1021.68,11.28906,11.28906,11.28906,,1.2891,,,2.0313,85.83984,85.83984,85.83984,215.1563,,,,,,12.02454,12.02454,12.0282,,,,,,,,,7.7344,,196.875,196.875,196.1719,,11.16192,12.0731,8.314484,8.314484,9.22566,2024_62095_zzqc_fugrobuoy.csv
1,1,62095,2024-04-24 11:00:00,,53.06546,53.06332,,-15.89798,-15.89661,1021.13,1021.13,1021.082,11.09375,11.09375,10.99609,,1.1719,,,2.0313,87.89063,87.89063,88.18359,209.5313,,,,,,12.04102,12.04102,12.03369,,,,,,,,,7.7344,,189.1406,189.1406,186.6797,,13.89545,14.12325,10.02295,10.02295,10.59244,2024_62095_zzqc_fugrobuoy.csv
1,0,62095,2024-04-24 12:00:00,,53.06332,53.06165,,-15.89661,-15.89578,1020.593,1020.593,1020.544,10.99609,10.99609,10.99609,,,,,1.7188,84.66797,84.66797,84.86328,223.5938,,,,,,12.08496,12.08496,12.07581,,,,,,,,,8.3203,,164.1797,164.1797,170.5078,,12.41479,12.41479,9.909058,9.909058,9.22566,2024_62095_zzqc_fugrobuoy.csv
1,0,62095,2024-04-24 13:00:00,,53.06165,53.06073,,-15.89578,-15.89414,1020.044,1020.044,1020.02,11.28906,11.28906,11.24023,,,,,1.875,88.76953,88.76953,88.96484,222.1875,,,,,,12.12891,12.12891,12.12341,,,,,,,,,7.1484,,174.375,174.375,176.8359,,11.16192,11.04801,7.517215,7.517215,8.086704,2024_62095_zzqc_fugrobuoy.csv
1,0,62095,2024-04-24 14:00:00,,53.06073,53.06073,,-15.89414,-15.89249,1019.324,1019.324,1019.275,11.5332,11.5332,11.5332,,,,,2.1875,85.64453,85.64453,85.9375,219.375,,,,,,12.18567,12.18567,12.16919,,,,,,,,,7.1484,,168.75,168.75,169.1016,,7.972795,9.111771,5.808752,5.808752,6.26435,2024_62095_zzqc_fugrobuoy.csv
1,0,62095,2024-04-24 15:00:00,,53.06073,53.0621,,-15.89249,-15.89056,1018.628,1018.628,1018.591,11.77734,11.77734,11.63086,,,,,2.0313,87.59766,87.59766,88.37891,219.375,,,,,,12.29919,12.29919,12.28088,,,,,,,,,8.3203,,178.5937,178.5937,176.4844,,8.770082,8.997881,6.833838,6.833838,7.061617,2024_62095_zzqc_fugrobuoy.csv
1,1,62095,2024-04-24 16:00:00,,53.0621,53.06409,,-15.89029,-15.88892,1018.042,1018.042,1018.005,11.72852,11.72852,11.77734,,1.1719,,,1.875,82.03125,82.03125,82.51953,222.1875,,,,,,12.33765,12.33765,12.33765,,,,,,,,,7.7344,,209.5312,209.5312,199.3359,,7.061617,7.175527,5.011484,5.011484,5.011484,2024_62095_zzqc_fugrobuoy.csv
1,1,62095,2024-04-24 17:00:00,,53.06409,53.06561,,-15.88864,-15.88837,1017.761,1017.761,1017.737,11.875,11.875,11.82617,,1.0547,,,1.5625,83.00781,83.00781,83.30078,220.7813,,,,,,12.42188,12.42188,12.40723,,,,,,,,,7.1484,,246.4453,246.4453,245.7422,,8.200594,8.656192,6.036551,6.036551,6.37824,2024_62095_zzqc_fugrobuoy.csv
1,1,62095,2024-04-24 18:00:00,,53.06561,53.06622,,-15.88837,-15.88864,1017.407,1017.407,1017.358,11.33789,11.33789,11.43555,,1.0547,,,1.5625,85.64453,85.64453,86.03516,227.8125,,,,,,12.38342,12.38342,12.41638,,,,,,,,,8.3203,,267.1875,267.1875,264.7266,,12.75648,12.75648,8.770082,8.770082,8.997881,2024_62095_zzqc_fugrobuoy.csv
1,1,62095,2024-04-24 19:00:00,,53.06622,53.06592,,-15.88864,-15.88892,1017.078,1017.078,1017.065,11.28906,11.28906,11.33789,,0.9375,,,1.5625,84.86328,84.86328,85.05859,219.375,,,,,,12.29553,12.29553,12.33215,,,,,,,,,8.3203,,281.9531,281.9531,280.1953,,13.09817,12.87037,9.339569,9.339569,9.567369,2024_62095_zzqc_fugrobuoy.csv
1,0,62095,2024-04-24 20:00:00,,53.06592,53.06485,,-15.88892,-15.88809,1016.931,1016.931,1016.907,,11.19141,11.33789,,0.9375,,,1.7188,85.35156,85.35156,85.74219,219.375,,,,,,12.30103,12.30103,12.2937,,,,,,,,,8.3203,,280.8984,280.8984,284.0625,,15.03443,15.6039,12.41479,12.41479,12.64259,2024_62095_zzqc_fugrobuoy.csv
1,0,62095,2024-04-24 21:00:00,,53.06485,53.06287,,-15.88809,-15.88672,1016.821,1016.821,1016.797,,11.19141,11.09375,,1.0547,,,,84.76563,84.76563,84.96094,230.625,,,,,,12.2406,12.2406,12.24976,,,,,,,,,8.3203,,287.9297,287.9297,286.1719,,15.37612,15.6039,12.52868,12.52868,12.52868,2024_62095_zzqc_fugrobuoy.csv
1,0,62095,2024-04-24 22:00:00,,53.06287,53.06042,,-15.88672,-15.88562,1016.467,1016.467,1016.443,,11.19141,11.14258,,,,,,84.27734,84.27734,84.375,227.8125,,,,,,12.19482,12.19482,12.20764,,,,,,,,,7.7344,,292.8516,292.8516,292.5,,13.78155,14.23714,11.50361,11.50361,11.50361,2024_62095_zzqc_fugrobuoy.csv
