rowid,qc_ind,stno,time,latitude,latitude_1,latitude_2,longitude,longitude_1,longitude_2,airpressure,airpressure_1,airpressure_2,airtemp,airtemp_1,airtemp_2,conductivity_16,hm0,hm0a,hm0b,hmax,humidity,humidity_1,humidity_2,mdir,mdira,mdirb,s1mean,salinity_16,seatemp_16,seatemp_aa,seatemp_aa_1,seatemp_aa_2,sprtp,thhf,thmax,thtp,tm01,tm02,tm02a,tm02b,tp,ts,winddir,winddir_1,winddir_2,windgust,windgust_1,windgust_2,windsp,windsp_1,windsp_2,source_file
1,1,62092,2023-01-01 00:00:00,,51.21518,51.21533,,-10.54929,-10.54929,995.4102,995.6665,995.4102,10.45898,10.45898,10.60547,,3.75,2.5,2.8125,6.0938,71.19141,0.0,71.19141,232.0313,233.4375,227.8125,,,,11.91284,11.91284,11.92383,,,,,,7.3828,,,11.9531,,212.3438,212.3438,212.3438,21.86825,23.57671,21.86825,14.80663,13.55377,14.80663,2023_62092_zzqc_fugrobuoy.csv
1,1,62092,2023-01-01 01:00:00,,51.21518,51.21518,,-10.54956,-10.54929,995.1294,995.3979,995.1294,8.65234,8.65234,8.75,,4.2188,3.125,2.8125,5.4688,82.12891,0.0,82.12891,244.6875,251.7188,237.6563,,,,11.90552,11.90552,11.90552,,,,,,7.7344,,,11.1328,,224.6484,227.8125,224.6484,16.97067,10.02295,16.97067,4.441996,3.530818,4.441996,2023_62092_zzqc_fugrobuoy.csv
1,1,62092,2023-01-01 02:00:00,,51.21518,51.21518,,-10.54956,-10.54956,995.105,995.166,995.105,8.84766,8.84766,8.94531,,3.8281,2.7344,2.6563,4.5313,81.44531,0.0,81.44531,216.5625,219.375,216.5625,,,,11.87256,11.87256,11.87439,,,,,,7.7344,,,10.4297,,236.9531,240.4688,236.9531,12.0731,13.21208,12.0731,8.086704,7.175527,8.086704,2023_62092_zzqc_fugrobuoy.csv
1,1,62092,2023-01-01 03:00:00,,51.21533,51.21518,,-10.54956,-10.54956,995.0073,995.2515,995.0073,9.23828,9.23828,9.43359,,3.75,2.2656,2.9688,5.3125,79.49219,0.0,79.49219,220.7813,226.4063,223.5938,,,,11.87988,11.87988,11.87805,,,,,,7.3828,,,10.0781,,227.4609,222.1875,227.4609,23.34891,26.53802,23.34891,16.97067,17.88185,16.97067,2023_62092_zzqc_fugrobuoy.csv
1,1,62092,2023-01-01 04:00:00,,51.21533,51.21533,,-10.54929,-10.54956,995.7886,996.0327,995.7886,8.55469,8.55469,8.70117,,4.0625,2.8125,2.8906,6.5625,79.29688,0.0,79.29688,230.625,237.6563,227.8125,,,,11.86157,11.86157,11.86157,,,,,,7.3828,,,11.1328,,243.6328,242.2266,243.6328,32.00509,33.14406,32.00509,22.20994,22.77943,22.20994,2023_62092_zzqc_fugrobuoy.csv
1,1,62092,2023-01-01 05:00:00,,51.21533,51.21533,,-10.54956,-10.54929,996.4844,996.4722,996.4844,9.82422,9.82422,9.9707,,4.2188,3.125,2.7344,5.1563,69.04297,0.0,69.04297,216.5625,210.9375,227.8125,,,,11.85059,11.85059,11.8634,,,,,,7.5,,,11.7188,,237.3047,237.6562,237.3047,32.91626,37.47215,32.91626,22.77943,20.95707,22.77943,2023_62092_zzqc_fugrobuoy.csv
1,1,62092,2023-01-01 06:00:00,,51.21533,51.21533,,-10.54929,-10.54956,997.2778,997.3022,997.2778,10.06836,10.06836,10.21484,,4.2188,3.0469,2.9688,5.7813,78.125,0.0,78.125,223.5938,225.0,222.1875,,,,11.82861,11.82861,11.83411,,,,,,7.6172,,,10.6641,,247.1484,245.7422,247.1484,26.53802,29.84104,26.53802,19.36252,20.38758,19.36252,2023_62092_zzqc_fugrobuoy.csv
1,1,62092,2023-01-01 07:00:00,,51.21518,51.21533,,-10.54929,-10.54929,998.2544,998.6938,998.2544,10.06836,10.06836,10.26367,,3.9844,2.5781,3.125,5.7813,75.0,0.0,75.0,226.4063,233.4375,226.4063,,,,11.80664,11.80664,11.80847,,,,,,7.1484,,,10.7813,,243.9844,242.2266,243.9844,24.60178,27.56311,24.60178,19.24861,16.51508,19.24861,2023_62092_zzqc_fugrobuoy.csv
1,1,62092,2023-01-01 08:00:00,,51.21518,51.21518,,-10.54901,-10.54929,998.9136,999.2676,998.9136,10.21484,10.21484,10.36133,,4.8438,3.5938,3.2031,8.125,73.73047,0.0,73.73047,222.1875,217.9688,226.4063,,,,11.7627,11.7627,11.76819,,,,,,8.0859,,,11.6016,,250.3125,243.6328,250.3125,21.86825,23.57671,21.86825,16.74288,15.37612,16.74288,2023_62092_zzqc_fugrobuoy.csv
1,1,62092,2023-01-01 09:00:00,,51.21518,51.21518,,-10.54901,-10.54929,999.8901,1000.037,999.8901,8.79883,8.79883,8.99414,,4.375,3.3594,2.8125,6.7188,83.39844,0.0,83.39844,223.5938,219.375,222.1875,,,,11.71692,11.71692,11.72607,,,,,,7.7344,,,10.3125,,247.5,243.9844,247.5,17.65405,17.88185,17.65405,11.27581,9.909058,11.27581,2023_62092_zzqc_fugrobuoy.csv
1,1,62092,2023-01-01 10:00:00,,51.21503,51.21518,,-10.54929,-10.54929,1000.159,1000.22,1000.159,8.79883,8.79883,8.94531,,4.4531,3.2813,2.9688,6.875,84.86328,0.0,84.86328,210.9375,201.0938,219.375,,,,11.73157,11.73157,11.73706,,,,,,7.8516,,,12.0703,,303.75,303.3984,303.75,7.745015,8.428392,7.745015,4.441996,3.189129,4.441996,2023_62092_zzqc_fugrobuoy.csv
