rowid,qc_ind,stno,time,latitude,latitude_1,latitude_2,longitude,longitude_1,longitude_2,airpressure,airpressure_1,airpressure_2,airtemp,airtemp_1,airtemp_2,conductivity_16,hm0,hm0a,hm0b,hmax,humidity,humidity_1,humidity_2,mdir,mdira,mdirb,s1mean,salinity_16,seatemp_16,seatemp_aa,seatemp_aa_1,seatemp_aa_2,sprtp,thhf,thmax,thtp,tm01,tm02,tm02a,tm02b,tp,ts,winddir,winddir_1,winddir_2,windgust,windgust_1,windgust_2,windsp,windsp_1,windsp_2,source_file
1,1,62092,2025-01-01 00:00:00,,51.21655,51.21671,,-10.54681,-10.54654,1004.395,1004.395,1004.517,9.62891,9.62891,9.62891,,5.2344,,,9.2578,94.92188,0.29297,94.92188,241.875,,,,,,11.66016,11.66016,11.65283,,,,,,,,,10.5469,,315.0,322.7344,315.0,,26.76583,25.39907,13.66766,10.25075,13.66766,2025_62092_zzqc_fugrobuoy.csv
1,1,62092,2025-01-01 01:00:00,,51.21625,51.2164,,-10.54654,-10.54681,1004.749,1004.749,1004.468,8.55469,8.55469,8.60352,,4.9219,,,6.9141,95.70313,0.29297,95.70313,240.4688,,,,,,11.65833,11.65833,11.64917,,,,,,,,,10.5469,,333.6328,329.0625,333.6328,,27.79091,27.10751,19.47641,15.71781,19.47641,2025_62092_zzqc_fugrobuoy.csv
1,1,62092,2025-01-01 02:00:00,,51.21594,51.21625,,-10.54626,-10.54654,1005.444,1005.444,1005.2,7.91992,7.91992,8.01758,,4.6094,,,7.8516,89.74609,0.29297,89.74609,250.3125,,,,,,11.64734,11.64734,11.65283,,,,,,,,,10.6641,,324.8438,322.7344,324.8438,,33.82744,34.28304,25.85465,22.32385,25.85465,2025_62092_zzqc_fugrobuoy.csv
1,1,62092,2025-01-01 03:00:00,,51.21594,51.21594,,-10.54626,-10.54626,1006.885,1006.885,1006.738,8.01758,8.01758,8.06641,,4.6875,,,5.625,86.62109,0.29297,86.62109,248.9063,,,,,,11.651,11.651,11.64917,,,,,,,,,9.2578,,315.3516,322.7344,315.3516,,27.79091,29.27155,22.20994,18.67914,22.20994,2025_62092_zzqc_fugrobuoy.csv
1,1,62092,2025-01-01 04:00:00,,51.21594,51.21594,,-10.54599,-10.54626,1007.153,1007.153,1007.019,8.31055,8.31055,8.4082,,4.2969,,,6.2109,82.32422,0.29297,82.32422,251.7188,,,,,,11.63635,11.63635,11.63452,,,,,,,,,10.0781,,288.6328,296.7188,288.6328,,24.03229,24.94347,19.24861,17.31236,19.24861,2025_62092_zzqc_fugrobuoy.csv
1,1,62092,2025-01-01 05:00:00,,51.21579,51.21594,,-10.54599,-10.54599,1007.361,1007.361,1007.312,8.94531,8.94531,9.04297,,4.2188,,,6.5625,71.09375,0.29297,71.09375,250.3125,,,,,,11.61438,11.61438,11.61438,,,,,,,,,10.6641,,286.875,294.6094,286.875,,26.99362,26.31025,19.02083,17.88185,19.02083,2025_62092_zzqc_fugrobuoy.csv
1,1,62092,2025-01-01 06:00:00,,51.21564,51.21579,,-10.54599,-10.54599,1007.703,1007.703,1007.532,9.23828,9.23828,9.33594,,4.375,,,7.0313,73.14453,0.29297,73.14453,239.0625,,,,,,11.60706,11.60706,11.60889,,,,,,,,,9.8438,,301.9922,305.8594,301.9922,,29.95495,30.75222,23.80449,21.52656,23.80449,2025_62092_zzqc_fugrobuoy.csv
1,1,62092,2025-01-01 07:00:00,,51.21564,51.21564,,-10.54626,-10.54599,1008.228,1008.228,1008.032,9.67773,9.67773,9.82422,,4.2969,,,5.8594,60.74219,0.29297,60.74219,253.125,,,,,,11.59607,11.59607,11.59058,,,,,,,,,9.7266,,289.6875,294.9609,289.6875,,28.81598,28.47429,22.32385,20.50149,22.32385,2025_62092_zzqc_fugrobuoy.csv
1,1,62092,2025-01-01 08:00:00,,51.21564,51.21564,,-10.54626,-10.54626,1008.838,1008.838,1008.789,8.89648,8.89648,9.04297,,4.375,,,5.9766,67.57813,0.29297,67.57813,251.7188,,,,,,11.53931,11.53931,11.55212,,,,,,,,,10.1953,,296.0156,300.5859,296.0156,,26.42414,24.1462,17.31236,15.37612,17.31236,2025_62092_zzqc_fugrobuoy.csv
1,1,62092,2025-01-01 09:00:00,,51.21548,51.21564,,-10.54626,-10.54626,1009.412,1009.412,1009.058,9.67773,9.67773,9.82422,,4.5313,,,6.4453,57.03125,0.29297,57.03125,265.7813,,,,,,11.52649,11.52649,11.53015,,,,,,,,,10.1953,,284.0625,298.125,284.0625,,30.63833,29.72715,23.12112,20.95707,23.12112,2025_62092_zzqc_fugrobuoy.csv
1,1,62092,2025-01-01 10:00:00,,51.21564,51.21564,,-10.54654,-10.54654,1010.059,1010.059,1009.863,9.33594,9.33594,9.43359,,4.1406,,,5.5078,63.57422,0.29297,63.57422,275.625,,,,,,11.5448,11.5448,11.54297,,,,,,,,,9.2578,,285.8203,295.3125,285.8203,,29.27155,28.58818,23.34891,21.07096,23.34891,2025_62092_zzqc_fugrobuoy.csv
1,1,62092,2025-01-01 11:00:00,,51.21564,51.21548,,-10.54654,-10.54654,1010.693,1010.693,1010.535,9.67773,9.67773,9.77539,,4.4531,,,7.5,56.93359,0.29297,56.93359,278.4375,,,,,,11.56311,11.56311,11.55396,,,,,,,,,10.5469,,283.3594,288.2812,283.3594,,28.81598,28.47429,21.52656,17.76796,21.52656,2025_62092_zzqc_fugrobuoy.csv
