rowid,qc_ind,stno,time,latitude,latitude_1,latitude_2,longitude,longitude_1,longitude_2,airpressure,airpressure_1,airpressure_2,airtemp,airtemp_1,airtemp_2,conductivity_16,hm0,hm0a,hm0b,hmax,humidity,humidity_1,humidity_2,mdir,mdira,mdirb,s1mean,salinity_16,seatemp_16,seatemp_aa,seatemp_aa_1,seatemp_aa_2,sprtp,thhf,thmax,thtp,tm01,tm02,tm02a,tm02b,tp,ts,winddir,winddir_1,winddir_2,windgust,windgust_1,windgust_2,windsp,windsp_1,windsp_2,source_file
1,1,62093,2023-01-01 00:00:00,,55.00195,55.00195,,-10.00217,-10.00189,995.3857,995.3857,995.3613,7.13867,7.13867,7.13867,,3.3594,2.6563,2.1094,5.1563,77.83203,77.44141,77.83203,343.125,341.7188,340.3125,,,,10.96069,10.96069,10.96802,,,,,,8.2031,,,12.1875,,97.03125,87.89063,97.03125,16.97067,17.54016,16.97067,12.64259,11.04801,12.64259,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,2023-01-01 01:00:00,,55.00195,55.00195,,-10.00217,-10.00217,995.3857,995.3857,995.4346,7.13867,7.13867,7.1875,,3.3594,2.6563,2.0313,4.4531,78.80859,78.61328,78.80859,347.3438,343.125,354.375,,,,10.96619,10.96619,10.96436,,,,,,7.8516,,,13.7109,,74.88281,61.875,74.88281,14.46494,15.49001,14.46494,11.27581,9.795149,11.27581,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,2023-01-01 02:00:00,,55.00195,55.00195,,-10.00217,-10.00217,995.7764,995.7764,995.7397,5.77148,5.77148,5.82031,,3.4375,2.5781,2.2656,5.5078,85.25391,84.86328,85.25391,345.9375,344.5313,348.75,,,,10.95886,10.95886,10.95886,,,,,,7.7344,,,14.0625,,50.625,42.89063,50.625,16.97067,15.8317,16.97067,11.04801,8.997881,11.04801,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,2023-01-01 03:00:00,,55.00195,55.00195,,-10.00217,-10.00217,995.874,995.874,995.874,5.86914,5.86914,5.9668,,3.2813,2.4219,2.1875,5.0391,79.98047,80.37109,79.98047,344.5313,340.3125,344.5313,,,,10.94971,10.94971,10.9314,,,,,,7.7344,,,14.6484,,,343.8281,355.4297,17.08456,16.51508,17.08456,12.52868,11.27581,12.52868,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,2023-01-01 04:00:00,,55.00195,55.00195,,-10.00244,-10.00217,995.9351,995.9351,995.9961,6.45508,6.45508,6.50391,,3.6719,2.7344,2.5,5.8594,76.26953,75.78125,76.26953,341.7188,343.125,337.5,,,,10.93506,10.93506,10.90393,,,,,,8.0859,,,12.3047,,338.5547,330.1172,338.5547,11.73141,11.95919,11.73141,7.631105,6.947727,7.631105,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,2023-01-01 05:00:00,,55.00195,55.00195,,-10.00244,-10.00244,996.3013,996.3013,996.3013,6.16211,6.16211,6.25977,,3.5156,2.6563,2.2656,5.3906,79.49219,79.88281,79.49219,340.3125,340.3125,333.2813,,,,10.9552,10.9552,10.93872,,,,,,8.0859,,,13.7109,,,19.6875,30.9375,14.69272,14.57883,14.69272,10.70633,9.22566,10.70633,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,2023-01-01 06:00:00,,55.00211,55.00211,,-10.00217,-10.00244,996.5942,996.5942,996.5942,5.91797,5.91797,6.01563,,3.2031,2.5781,1.9531,4.1016,75.97656,76.46484,75.97656,330.4688,331.875,324.8438,,,,10.91125,10.91125,10.92041,,,,,,8.3203,,,14.1797,,,358.5938,355.4297,10.59244,10.02295,10.59244,5.922661,5.467062,5.922661,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,2023-01-01 07:00:00,,55.00211,55.00211,,-10.00217,-10.00217,997.0581,997.0581,997.0825,6.50391,6.50391,6.60156,,3.125,2.2656,2.1875,4.5703,78.71094,79.29688,78.71094,336.0938,330.4688,326.25,,,,10.91675,10.91675,10.91492,,,,,,7.9688,,,14.1797,,,18.28125,27.42188,15.03443,15.26221,15.03443,11.04801,10.02295,11.04801,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,2023-01-01 08:00:00,,55.00211,55.00211,,-10.00217,-10.00217,997.9858,997.9858,997.9736,5.67383,5.67383,5.77148,,3.125,2.2656,2.1875,4.2188,80.17578,80.17578,80.17578,338.9063,340.3125,334.6875,,,,10.92773,10.92773,10.90759,,,,,,7.9688,,,13.8281,,63.63281,53.4375,63.63281,8.997881,9.339569,8.997881,4.100307,3.189129,4.100307,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,2023-01-01 09:00:00,,55.00211,55.00211,,-10.00217,-10.00217,998.4741,998.4741,998.4619,5.9668,5.9668,6.01563,,3.125,2.3438,2.1094,4.3359,74.90234,76.17188,74.90234,345.9375,340.3125,345.9375,,,,10.9021,10.9021,10.86731,,,,,,8.0859,,,14.6484,,23.90625,18.28125,23.90625,8.200594,7.403306,8.200594,3.644708,3.303019,3.644708,2023_62093_zzqc_fugrobuoy.csv
