rowid,qc_ind,stno,loggerid,time,ind_latitude,latitude,latitude_1,latitude_2,ind_longitude,longitude,longitude_1,longitude_2,ind_airpressure,airpressure,airpressure_1,airpressure_2,ind_airtemp,airtemp,airtemp_1,airtemp_2,ind_conductivity_16,conductivity_16,ind_hm0,hm0,ind_hm0a,hm0a,ind_hm0b,hm0b,ind_hmax,hmax,ind_humidity,humidity,humidity_1,humidity_2,ind_mdir,mdir,ind_mdira,mdira,ind_mdirb,mdirb,ind_s1mean,s1mean,ind_salinity_16,salinity_16,ind_seatemp_16,seatemp_16,ind_seatemp_aa,seatemp_aa,seatemp_aa_1,seatemp_aa_2,ind_sprtp,sprtp,ind_thhf,thhf,ind_thmax,thmax,ind_thtp,thtp,ind_tm01,tm01,ind_tm02,tm02,ind_tm02a,tm02a,ind_tm02b,tm02b,ind_tp,tp,ind_ts,ts,ind_winddir,winddir,winddir_1,winddir_2,ind_windgust,windgust,windgust_1,windgust_2,ind_windsp,windsp,windsp_1,windsp_2,source_file
1,1,62093,427_Wavesense  ,2023-01-01 00:00:00,0,55.00195,55.00195,55.00195,0,-10.00217,-10.00217,-10.00189,1,995.3857,995.3857,995.3613,1,7.13867,7.13867,7.13867,9,,1,3.3594,1,2.6563,1,2.1094,1,5.1563,1,77.83203,77.44141,77.83203,1,343.125,1,341.7188,1,340.3125,0,0.0195,9,,9,,1,10.96069,10.96069,10.96802,0,34.1016,0,257.3438,0,10.8984,0,344.5313,0,9.1406,1,8.2031,0,12.3047,0,5.8594,1,12.1875,0,10.6641,1,97.03125,87.89063,97.03125,1,16.97067,17.54016,16.97067,1,12.64259,11.04801,12.64259,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,427_Wavesense  ,2023-01-01 01:00:00,0,55.00195,55.00195,55.00195,0,-10.00217,-10.00217,-10.00217,1,995.3857,995.3857,995.4346,1,7.13867,7.13867,7.1875,9,,1,3.3594,1,2.6563,1,2.0313,1,4.4531,1,78.80859,78.61328,78.80859,1,347.3438,1,343.125,1,354.375,0,0.0195,9,,9,,1,10.96619,10.96619,10.96436,0,30.9375,0,288.2813,0,9.7266,0,358.5938,0,8.9063,1,7.8516,0,12.3047,0,5.5078,1,13.7109,0,11.0156,1,74.88281,61.875,74.88281,1,14.46494,15.49001,14.46494,1,11.27581,9.795149,11.27581,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,427_Wavesense  ,2023-01-01 02:00:00,0,55.00195,55.00195,55.00195,0,-10.00217,-10.00217,-10.00217,1,995.7764,995.7764,995.7397,1,5.77148,5.77148,5.82031,9,,1,3.4375,1,2.5781,1,2.2656,1,5.5078,1,85.25391,84.86328,85.25391,1,345.9375,1,344.5313,1,348.75,0,0.0195,9,,9,,1,10.95886,10.95886,10.95886,0,29.8828,0,298.125,0,11.1328,0,351.5625,0,8.7891,1,7.7344,0,12.7734,0,5.7422,1,14.0625,0,11.6016,1,50.625,42.89063,50.625,1,16.97067,15.8317,16.97067,1,11.04801,8.997881,11.04801,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,427_Wavesense  ,2023-01-01 03:00:00,0,55.00195,55.00195,55.00195,0,-10.00217,-10.00217,-10.00217,1,995.874,995.874,995.874,1,5.86914,5.86914,5.9668,9,,1,3.2813,1,2.4219,1,2.1875,1,5.0391,1,79.98047,80.37109,79.98047,1,344.5313,1,340.3125,1,344.5313,0,0.0195,9,,9,,1,10.94971,10.94971,10.9314,0,26.0156,0,241.875,0,10.6641,0,350.1563,0,8.6719,1,7.7344,0,12.6563,0,5.8594,1,14.6484,0,10.8984,4,355.4297,343.8281,355.4297,1,17.08456,16.51508,17.08456,1,12.52868,11.27581,12.52868,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,427_Wavesense  ,2023-01-01 04:00:00,0,55.00195,55.00195,55.00195,0,-10.00244,-10.00244,-10.00217,1,995.9351,995.9351,995.9961,1,6.45508,6.45508,6.50391,9,,1,3.6719,1,2.7344,1,2.5,1,5.8594,1,76.26953,75.78125,76.26953,1,341.7188,1,343.125,1,337.5,0,0.0195,9,,9,,1,10.93506,10.93506,10.90393,0,28.4766,0,257.3438,0,11.8359,0,348.75,0,9.0234,1,8.0859,0,12.3047,0,6.3281,1,12.3047,0,10.8984,1,338.5547,330.1172,338.5547,1,11.73141,11.95919,11.73141,1,7.631105,6.947727,7.631105,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,427_Wavesense  ,2023-01-01 05:00:00,0,55.00195,55.00195,55.00195,0,-10.00244,-10.00244,-10.00244,1,996.3013,996.3013,996.3013,1,6.16211,6.16211,6.25977,9,,1,3.5156,1,2.6563,1,2.2656,1,5.3906,1,79.49219,79.88281,79.49219,1,340.3125,1,340.3125,1,333.2813,0,0.0176,9,,9,,1,10.9552,10.9552,10.93872,0,27.4219,0,137.8125,0,12.4219,0,347.3438,0,9.1406,1,8.0859,0,12.6563,0,5.9766,1,13.7109,0,11.1328,4,30.9375,19.6875,30.9375,1,14.69272,14.57883,14.69272,1,10.70633,9.22566,10.70633,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,427_Wavesense  ,2023-01-01 06:00:00,0,55.00211,55.00211,55.00211,0,-10.00217,-10.00217,-10.00244,1,996.5942,996.5942,996.5942,1,5.91797,5.91797,6.01563,9,,1,3.2031,1,2.5781,1,1.9531,1,4.1016,1,75.97656,76.46484,75.97656,1,330.4688,1,331.875,1,324.8438,0,0.0195,9,,9,,1,10.91125,10.91125,10.92041,0,29.1797,0,129.375,0,12.5391,0,0.0,0,9.1406,1,8.3203,0,12.3047,0,5.9766,1,14.1797,0,11.0156,4,355.4297,358.5938,355.4297,1,10.59244,10.02295,10.59244,1,5.922661,5.467062,5.922661,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,427_Wavesense  ,2023-01-01 07:00:00,0,55.00211,55.00211,55.00211,0,-10.00217,-10.00217,-10.00217,1,997.0581,997.0581,997.0825,1,6.50391,6.50391,6.60156,9,,1,3.125,1,2.2656,1,2.1875,1,4.5703,1,78.71094,79.29688,78.71094,1,336.0938,1,330.4688,1,326.25,0,0.0195,9,,9,,1,10.91675,10.91675,10.91492,0,27.0703,0,220.7813,0,8.5547,0,345.9375,0,8.7891,1,7.9688,0,12.1875,0,6.3281,1,14.1797,0,10.6641,4,27.42188,18.28125,27.42188,1,15.03443,15.26221,15.03443,1,11.04801,10.02295,11.04801,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,427_Wavesense  ,2023-01-01 08:00:00,0,55.00211,55.00211,55.00211,0,-10.00217,-10.00217,-10.00217,1,997.9858,997.9858,997.9736,1,5.67383,5.67383,5.77148,9,,1,3.125,1,2.2656,1,2.1875,1,4.2188,1,80.17578,80.17578,80.17578,1,338.9063,1,340.3125,1,334.6875,0,0.0176,9,,9,,1,10.92773,10.92773,10.90759,0,33.3984,0,97.0313,0,9.0234,0,351.5625,0,8.7891,1,7.9688,0,12.1875,0,6.2109,1,13.8281,0,10.3125,1,63.63281,53.4375,63.63281,1,8.997881,9.339569,8.997881,1,4.100307,3.189129,4.100307,2023_62093_zzqc_fugrobuoy.csv
1,1,62093,427_Wavesense  ,2023-01-01 09:00:00,0,55.00211,55.00211,55.00211,0,-10.00217,-10.00217,-10.00217,1,998.4741,998.4741,998.4619,1,5.9668,5.9668,6.01563,9,,1,3.125,1,2.3438,1,2.1094,1,4.3359,1,74.90234,76.17188,74.90234,1,345.9375,1,340.3125,1,345.9375,0,0.0176,9,,9,,1,10.9021,10.9021,10.86731,0,38.6719,0,243.2813,0,9.9609,0,351.5625,0,8.9063,1,8.0859,0,12.1875,0,6.2109,1,14.6484,0,10.1953,1,23.90625,18.28125,23.90625,1,8.200594,7.403306,8.200594,1,3.644708,3.303019,3.644708,2023_62093_zzqc_fugrobuoy.csv
