rowid,qc_ind,stno,loggerid,time,ind_latitude,latitude,latitude_1,latitude_2,ind_longitude,longitude,longitude_1,longitude_2,ind_airpressure,airpressure,airpressure_1,airpressure_2,ind_airtemp,airtemp,airtemp_1,airtemp_2,ind_conductivity_16,conductivity_16,ind_hm0,hm0,ind_hm0a,hm0a,ind_hm0b,hm0b,ind_hmax,hmax,ind_humidity,humidity,humidity_1,humidity_2,ind_mdir,mdir,ind_mdira,mdira,ind_mdirb,mdirb,ind_s1mean,s1mean,ind_salinity_16,salinity_16,ind_seatemp_16,seatemp_16,ind_seatemp_aa,seatemp_aa,seatemp_aa_1,seatemp_aa_2,ind_sprtp,sprtp,ind_thhf,thhf,ind_thmax,thmax,ind_thtp,thtp,ind_tm01,tm01,ind_tm02,tm02,ind_tm02a,tm02a,ind_tm02b,tm02b,ind_tp,tp,ind_ts,ts,ind_winddir,winddir,winddir_1,winddir_2,ind_windgust,windgust,windgust_1,windgust_2,ind_windsp,windsp,windsp_1,windsp_2,source_file
1,1,62092,314_Wavesense  ,2024-01-01 00:00:00,0,51.21426,51.21426,51.21426,0,-10.54901,-10.54901,-10.54929,1,1003.162,1003.296,1003.162,1,10.45898,10.45898,10.60547,9,,1,4.8438,0,3.3594,0,3.5156,1,6.7188,1,69.82422,2.44141,69.82422,1,288.2813,0,286.875,0,289.6875,0,0.0332,0,35.37292,9,,1,11.53381,16.61316,11.53381,0,46.0547,0,220.7813,0,7.6172,0,289.6875,0,8.3203,0,7.6172,0,11.9531,0,6.2109,1,11.7188,0,10.1953,1,272.4609,277.3828,272.4609,1,23.4628,24.03229,23.4628,1,18.90692,17.42625,18.90692,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 01:00:00,0,51.21457,51.21457,51.21426,0,-10.54929,-10.54929,-10.54901,1,1003.345,1003.455,1003.345,1,9.14063,9.14063,9.28711,9,,1,5.0,0,3.8281,0,3.2031,1,7.5,1,75.19531,2.73438,75.19531,1,286.875,0,288.2813,0,286.875,0,0.0273,0,35.37209,9,,1,11.52649,16.61316,11.52649,0,36.5625,0,53.4375,0,9.8438,0,284.0625,0,8.9063,0,8.2031,0,11.8359,0,6.2109,1,12.5391,0,10.4297,1,260.5078,268.2422,260.5078,1,33.14406,33.71355,33.14406,1,26.31025,24.03229,26.31025,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 02:00:00,0,51.21472,51.21472,51.21457,0,-10.54929,-10.54929,-10.54901,1,1002.332,1001.855,1002.332,1,10.06836,10.06836,10.21484,9,,1,4.9219,0,3.75,0,3.2031,1,8.2813,1,74.12109,2.63672,74.12109,1,284.0625,0,285.4688,0,281.25,0,0.0273,0,35.37064,9,,1,11.52283,16.61316,11.52283,0,25.6641,0,341.7188,0,10.3125,0,285.4688,0,8.9063,0,8.0859,0,11.6016,0,6.2109,1,11.3672,0,10.4297,1,252.7734,265.0781,252.7734,1,20.15978,15.6039,20.15978,1,11.50361,9.909058,11.50361,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 03:00:00,0,51.21487,51.21487,51.21472,0,-10.54901,-10.54901,-10.54929,1,1001.904,1002.417,1001.904,1,9.82422,9.82422,9.9707,9,,1,4.6094,0,3.5156,0,3.0469,1,7.5,1,70.80078,2.73438,70.80078,1,289.6875,0,295.3125,0,289.6875,0,0.0293,0,35.37132,9,,1,11.51733,16.61316,11.51733,0,22.8516,0,102.6563,0,9.6094,0,300.9375,0,8.5547,0,7.8516,0,11.3672,0,5.9766,1,10.1953,0,10.3125,1,227.4609,229.2187,227.4609,1,24.82958,25.17127,24.82958,1,18.45134,16.17339,18.45134,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 04:00:00,0,51.21487,51.21487,51.21487,0,-10.54901,-10.54901,-10.54929,1,1001.172,1001.294,1001.172,1,10.16602,10.16602,10.3125,9,,1,4.1406,0,2.8906,0,2.9688,1,7.5,1,74.41406,2.73438,74.41406,1,292.5,0,296.7188,0,289.6875,0,0.0273,0,35.37201,9,,1,11.521,16.61316,11.521,0,30.9375,0,116.7188,0,9.8438,0,307.9688,0,8.2031,0,7.5,0,11.4844,0,6.0938,1,11.25,0,10.0781,1,231.3281,234.1406,231.3281,1,14.57883,14.69272,14.57883,1,11.04801,9.681259,11.04801,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 05:00:00,0,51.21487,51.21487,51.21487,0,-10.54901,-10.54901,-10.54901,1,1000.024,1000.024,1000.024,1,10.50781,10.50781,10.60547,9,,1,3.75,0,2.3438,0,2.9688,1,5.1563,1,78.80859,2.73438,78.80859,1,286.875,0,298.125,0,284.0625,0,0.0273,0,35.37048,9,,1,11.52649,16.61316,11.52649,0,40.7813,0,60.4688,0,8.5547,0,278.4375,0,7.9688,0,7.3828,0,11.6016,0,6.3281,1,9.375,0,9.7266,1,216.2109,227.1094,216.2109,1,17.65405,17.76796,17.65405,1,14.00934,12.64259,14.00934,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 06:00:00,0,51.21487,51.21487,51.21487,0,-10.54901,-10.54901,-10.54901,1,998.8159,998.6694,998.8159,1,10.11719,10.11719,10.3125,9,,1,3.9844,0,2.8906,0,2.7344,1,6.0938,1,78.41797,2.83203,78.41797,1,293.9063,0,305.1563,0,289.6875,0,0.0254,0,35.36713,9,,1,11.51367,16.61316,11.51367,0,28.8281,0,22.5,0,9.6094,0,312.1875,0,8.3203,0,7.6172,0,11.0156,0,6.0938,1,10.4297,0,10.1953,1,188.0859,197.5781,188.0859,1,21.07096,21.64045,21.07096,1,16.74288,15.37612,16.74288,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 07:00:00,0,51.21487,51.21487,51.21487,0,-10.54901,-10.54901,-10.54901,1,997.168,997.1069,997.168,1,10.21484,10.21484,10.36133,9,,1,3.9063,0,2.6563,0,2.8906,1,6.0938,1,85.9375,2.83203,85.9375,1,288.2813,0,300.9375,0,277.0313,0,0.0254,0,35.36934,9,,1,11.50818,16.61316,11.50818,0,34.4531,0,25.3125,0,10.6641,0,306.5625,0,8.0859,0,7.3828,0,11.25,0,6.0938,1,11.0156,0,9.6094,1,172.2656,184.5703,172.2656,1,24.48789,25.17127,24.48789,1,18.10965,16.74288,18.10965,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 08:00:00,0,51.21487,51.21487,51.21487,0,-10.54901,-10.54901,-10.54901,1,995.9595,996.106,995.9595,1,10.45898,10.45898,10.60547,9,,1,3.4375,0,2.2656,0,2.5781,1,5.4688,1,89.84375,3.02734,89.84375,1,281.25,0,292.5,0,277.0313,0,0.0254,0,35.36491,9,,1,11.47339,16.61316,11.47339,0,27.4219,0,36.5625,0,11.25,0,286.875,0,7.8516,0,7.1484,0,11.1328,0,5.9766,1,11.0156,0,9.4922,1,170.1563,182.4609,170.1563,1,28.92987,29.04378,28.92987,1,20.84318,19.02083,20.84318,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 09:00:00,0,51.21487,51.21487,51.21487,0,-10.54901,-10.54901,-10.54901,1,994.6777,995.0317,994.6777,1,10.80078,10.80078,10.89844,9,,1,3.3594,0,2.1875,0,2.5,1,5.3125,1,93.16406,2.92969,93.16406,1,284.0625,0,296.7188,0,281.25,0,0.0254,0,35.36201,9,,1,11.46606,16.61316,11.46606,0,32.6953,0,358.5938,0,9.8438,0,300.9375,0,7.6172,0,6.9141,0,10.8984,0,5.7422,1,10.1953,0,9.4922,1,166.9922,181.7578,166.9922,1,26.53802,26.87973,26.53802,1,22.09605,20.38758,22.09605,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 10:00:00,0,51.21472,51.21472,51.21487,0,-10.54901,-10.54901,-10.54901,1,993.1885,993.2983,993.1885,1,11.5332,11.5332,11.67969,9,,1,3.3594,0,2.0313,0,2.6563,1,5.1563,1,92.77344,2.83203,92.77344,1,265.7813,0,292.5,0,254.5313,0,0.0293,0,35.36049,9,,1,11.47339,16.61316,11.47339,0,34.8047,0,185.625,0,10.0781,0,286.875,0,7.1484,0,6.4453,0,11.1328,0,5.5078,1,10.8984,0,9.0234,1,181.4062,196.5234,181.4062,1,25.17127,24.60178,25.17127,1,20.04589,18.33743,20.04589,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 11:00:00,0,51.21487,51.21487,51.21487,0,-10.54929,-10.54929,-10.54901,1,992.2363,992.0776,992.2363,1,11.92383,11.92383,12.07031,9,,1,3.0469,0,1.6406,0,2.5781,1,4.6875,1,89.35547,2.73438,89.35547,1,260.1563,0,286.875,0,254.5313,0,0.0273,0,35.36613,9,,1,11.49536,16.61316,11.49536,0,42.8906,0,343.125,0,8.6719,0,272.8125,0,7.0313,0,6.4453,0,11.3672,0,5.7422,1,11.7188,0,8.6719,1,194.0625,208.8281,194.0625,1,24.60178,23.9184,24.60178,1,19.59032,17.76796,19.59032,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 12:00:00,0,51.21487,51.21487,51.21487,0,-10.54929,-10.54929,-10.54929,1,990.0879,989.9048,990.0879,1,11.63086,11.63086,11.77734,9,,1,3.125,0,1.7188,0,2.6563,1,4.5313,1,92.08984,2.83203,92.08984,1,271.4063,0,292.5,0,265.7813,0,0.0273,0,35.36743,9,,1,11.50635,16.61316,11.50635,0,33.75,0,37.9688,0,9.375,0,296.7188,0,7.2656,0,6.6797,0,11.25,0,5.9766,1,9.6094,0,8.7891,1,181.4062,195.1172,181.4062,1,24.60178,25.74076,24.60178,1,20.04589,18.56523,20.04589,2024_62092_zzqc_fugrobuoy.csv
1,1,62092,314_Wavesense  ,2024-01-01 13:00:00,0,51.21518,51.21518,51.21487,0,-10.54929,-10.54929,-10.54929,1,987.1338,986.9751,987.1338,1,12.02148,12.02148,12.11914,9,,1,3.0469,0,1.6406,0,2.5781,1,3.9063,1,93.45703,2.83203,93.45703,1,257.3438,0,282.6563,0,250.3125,0,0.0293,0,35.35637,9,,1,11.50635,16.61316,11.50635,0,34.4531,0,56.25,0,8.6719,0,277.0313,0,6.9141,0,6.3281,0,11.25,0,5.625,1,11.3672,0,8.4375,1,186.6797,202.5,186.6797,1,35.19422,37.58606,35.19422,1,28.58818,26.87973,28.58818,2024_62092_zzqc_fugrobuoy.csv
